filename,label
253_20260907160241.jpg,0
254_20260907160244.jpg,2
255_20260907160247.jpg,1
256_20260907160250.jpg,1
257_20260907160253.jpg,2
258_20260907160256.jpg,0
259_20260907160259.jpg,0
260_20260907160302.jpg,1
261_20260907160305.jpg,1
262_20260907160308.jpg,0
263_20260907160311.jpg,1
264_20260907160314.jpg,1
265_20260907160317.jpg,0
266_20260907160320.jpg,2
267_20260907160324.jpg,0
268_20260907160327.jpg,0
269_20260907160330.jpg,2
270_20260907160333.jpg,2
271_20260907160336.jpg,2
272_20260907160339.jpg,2
273_20260907160342.jpg,1
274_20260907160345.jpg,0
275_20260907160348.jpg,1
276_20260907160351.jpg,2
277_20260907160354.jpg,0
278_20260907160357.jpg,2
279_20260907160400.jpg,0
280_20260907160403.jpg,0
281_20260907160406.jpg,1
282_20260907160409.jpg,1
283_20260907160412.jpg,0
284_20260907160415.jpg,1
285_20260907160418.jpg,1
286_20260907160421.jpg,0
287_20260907160424.jpg,2
288_20260907160427.jpg,0
289_20260907160430.jpg,0
290_20260907160433.jpg,2
291_20260907160436.jpg,2
292_20260907160439.jpg,2
293_20260907160442.jpg,2
294_20260907160445.jpg,1
295_20260907160448.jpg,0
296_20260907160451.jpg,1
297_20260907160454.jpg,2
298_20260907160457.jpg,0
299_20260907160500.jpg,2
300_20260907160503.jpg,0
